sentence;Intent;Cause;Effect;Causal association;tokenized;bio_tags
A diabetic coma is a life threatening diabetes complication that causes unconsciousness .;;diabetic coma;unconsciousness;1.0;['A', 'diabetic', 'coma', 'is', 'a', 'life', 'threatening', 'diabetes', 'complication', 'that', 'causes', 'unconsciousness', '.'];['O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O']
If you have diabetes , dangerously high blood sugar or dangerously low blood sugar can lead to a diabetic coma .;mC;"diabetes;high blood sugar;low blood sugar";diabetic coma;1.0;['If', 'you', 'have', 'diabetes', ',', 'dangerously', 'high', 'blood', 'sugar', 'or', 'dangerously', 'low', 'blood', 'sugar', 'can', 'lead', 'to', 'a', 'diabetic', 'coma', '.'];['O', 'O', 'O', 'I-C', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O']
@USER Nothing against diabetic people , but meanwhile , diabetic people get their life saving injections for free in the UK : thinking_face :;;diabetic;injections;1.0;['@USER', 'Nothing', 'against', 'diabetic', 'people', ',', 'but', 'meanwhile', ',', 'diabetic', 'people', 'get', 'their', 'life', 'saving', 'injections', 'for', 'free', 'in', 'the', 'UK', ':', 'thinking_face', ':'];['O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER @USER @USER @USER @USER The only thing you ' re confronted by is death by heart disease or diabetes .;;diabetes;death;1.0;"['@USER', '@USER', '@USER', '@USER', '@USER', 'The', 'only', 'thing', 'you', ""'"", 're', 'confronted', 'by', 'is', 'death', 'by', 'heart', 'disease', 'or', 'diabetes', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O']
I normally would n't care , but gestational diabetes is a thing that scares me .;;gestational diabetes;scares;1.0;"['I', 'normally', 'would', ""n't"", 'care', ',', 'but', 'gestational', 'diabetes', 'is', 'a', 'thing', 'that', 'scares', 'me', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O']
Dear future boyfriend , I have type one diabetes , you will have to learn a massive extent of thing of how take care of me and what is like to have life with someone wirh this disease , it ' s gonna be a lot , they are going to be tough days .;;type one diabetes;tough days;1.0;"['Dear', 'future', 'boyfriend', ',', 'I', 'have', 'type', 'one', 'diabetes', ',', 'you', 'will', 'have', 'to', 'learn', 'a', 'massive', 'extent', 'of', 'thing', 'of', 'how', 'take', 'care', 'of', 'me', 'and', 'what', 'is', 'like', 'to', 'have', 'life', 'with', 'someone', 'wirh', 'this', 'disease', ',', 'it', ""'"", 's', 'gonna', 'be', 'a', 'lot', ',', 'they', 'are', 'going', 'to', 'be', 'tough', 'days', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O']
@USER @USER Sir my father got 3 operations in during past 2 years he also suffered from diabetes mellitus and neural problems so how can I go for the exam centre during this pandemic .;;diabetes;suffered;1.0;['@USER', '@USER', 'Sir', 'my', 'father', 'got', '3', 'operations', 'in', 'during', 'past', '2', 'years', 'he', 'also', 'suffered', 'from', 'diabetes', 'mellitus', 'and', 'neural', 'problems', 'so', 'how', 'can', 'I', 'go', 'for', 'the', 'exam', 'centre', 'during', 'this', 'pandemic', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
#cgm #dayofthedead #skulls #burger #lunch #type1diabetes HTTPURL;;#type1diabetes;#cgm;1.0;['#cgm', '#dayofthedead', '#skulls', '#burger', '#lunch', '#type1diabetes', 'HTTPURL'];['I-E', 'O', 'O', 'O', 'O', 'I-C', 'O']
Every day I fight to feel good , I take the med for my thyroid and diabetes .;;diabetes;med;1.0;['Every', 'day', 'I', 'fight', 'to', 'feel', 'good', ',', 'I', 'take', 'the', 'med', 'for', 'my', 'thyroid', 'and', 'diabetes', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O']
I ' ve had 2 pretty bad bleeding events caused by my insulin pump this week .;;insulin pump;bleeding;1.0;"['I', ""'"", 've', 'had', '2', 'pretty', 'bad', 'bleeding', 'events', 'caused', 'by', 'my', 'insulin', 'pump', 'this', 'week', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O']
Mom said she thinks I might have diabetes like her , AGAIN after I told her food makes me sleepy HTTPURL;;diabetes;sleepy;1.0;['Mom', 'said', 'she', 'thinks', 'I', 'might', 'have', 'diabetes', 'like', 'her', ',', 'AGAIN', 'after', 'I', 'told', 'her', 'food', 'makes', 'me', 'sleepy', 'HTTPURL'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O']
With diabetes on both sides of my family at least I work out everyday , but I ' m afraid of what the future hold with my diet .;"mC;mE";"diabetes;diet";"work out;afraid";1.0;"['With', 'diabetes', 'on', 'both', 'sides', 'of', 'my', 'family', 'at', 'least', 'I', 'work', 'out', 'everyday', ',', 'but', 'I', ""'"", 'm', 'afraid', 'of', 'what', 'the', 'future', 'hold', 'with', 'my', 'diet', '.']";['O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O']
@USER Good luck , think I am in very similar situation as blood test showed pre diabetes and started intermittent fasting some weeks ago so hopefully this will reverse the condition .;;pre diabetes;fasting;1.0;['@USER', 'Good', 'luck', ',', 'think', 'I', 'am', 'in', 'very', 'similar', 'situation', 'as', 'blood', 'test', 'showed', 'pre', 'diabetes', 'and', 'started', 'intermittent', 'fasting', 'some', 'weeks', 'ago', 'so', 'hopefully', 'this', 'will', 'reverse', 'the', 'condition', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
As a fellow type one diabetic i can only imagine the stress you ' re all under !;;type one diabetic;stress;1.0;"['As', 'a', 'fellow', 'type', 'one', 'diabetic', 'i', 'can', 'only', 'imagine', 'the', 'stress', 'you', ""'"", 're', 'all', 'under', '!']";['O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O']
As a man the worst disease you can get is diabetes 2 because every man I ' ve been with that has this has an erection problem .;;diabetes 2;erection problem;1.0;"['As', 'a', 'man', 'the', 'worst', 'disease', 'you', 'can', 'get', 'is', 'diabetes', '2', 'because', 'every', 'man', 'I', ""'"", 've', 'been', 'with', 'that', 'has', 'this', 'has', 'an', 'erection', 'problem', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O']
@USER Let ' s give a 74 year old obese diabetic man an experimental drug and tons of other otc meds and “ hope ” he gets better soon .;mE;diabetic;"drug;meds";1.0;"['@USER', 'Let', ""'"", 's', 'give', 'a', '74', 'year', 'old', 'obese', 'diabetic', 'man', 'an', 'experimental', 'drug', 'and', 'tons', 'of', 'other', 'otc', 'meds', 'and', '“', 'hope', '”', 'he', 'gets', 'better', 'soon', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER Someone I knew lost several toes due to diabetes , and his main issue was balance when standing .;;diabetes  ;lost several toes;1.0;['@USER', 'Someone', 'I', 'knew', 'lost', 'several', 'toes', 'due', 'to', 'diabetes', ',', 'and', 'his', 'main', 'issue', 'was', 'balance', 'when', 'standing', '.'];['O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I ' ve been checked for diabetes in the past because it runs in my family but it came back all good , if I had to guess it would be that though !;;runs in my family;checked for diabetes;1.0;"['@USER', 'I', ""'"", 've', 'been', 'checked', 'for', 'diabetes', 'in', 'the', 'past', 'because', 'it', 'runs', 'in', 'my', 'family', 'but', 'it', 'came', 'back', 'all', 'good', ',', 'if', 'I', 'had', 'to', 'guess', 'it', 'would', 'be', 'that', 'though', '!']";['O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER It almost sounds like the claim that keto reverses insulin resistance is n't based on science , haha .;;insulin resistance;keto;1.0;"['@USER', 'It', 'almost', 'sounds', 'like', 'the', 'claim', 'that', 'keto', 'reverses', 'insulin', 'resistance', 'is', ""n't"", 'based', 'on', 'science', ',', 'haha', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
honestly the flu is so scary as a diabetic , if I had kept throwing up earlier I would have had to call an ambulance because the sugar levels would have been too low for me to function but hey it ' s JUST the flu right;;sugar levels would have been too low;ambulance;1.0;"['honestly', 'the', 'flu', 'is', 'so', 'scary', 'as', 'a', 'diabetic', ',', 'if', 'I', 'had', 'kept', 'throwing', 'up', 'earlier', 'I', 'would', 'have', 'had', 'to', 'call', 'an', 'ambulance', 'because', 'the', 'sugar', 'levels', 'would', 'have', 'been', 'too', 'low', 'for', 'me', 'to', 'function', 'but', 'hey', 'it', ""'"", 's', 'JUST', 'the', 'flu', 'right']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I am high risk being over 70 with diabetes and asthma , plus I am a bit obese .;;diabetes;high risk;1.0;['@USER', 'I', 'am', 'high', 'risk', 'being', 'over', '70', 'with', 'diabetes', 'and', 'asthma', ',', 'plus', 'I', 'am', 'a', 'bit', 'obese', '.'];['O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I ' ve been using LCHF and reversed my diabetes and lost weight .;mE;LCHF;"reversed my diabetes;lost weight";1.0;"['@USER', 'I', ""'"", 've', 'been', 'using', 'LCHF', 'and', 'reversed', 'my', 'diabetes', 'and', 'lost', 'weight', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'I-E', 'I-E', 'I-E', 'O', 'I-E', 'I-E', 'O']
But I have a harder time saying I ' m disabled b / c I do n't FEEL that I can apply that label to myself since my diabetes can be so invisible .;;diabetes;disabled;1.0;"['But', 'I', 'have', 'a', 'harder', 'time', 'saying', 'I', ""'"", 'm', 'disabled', 'b', '/', 'c', 'I', 'do', ""n't"", 'FEEL', 'that', 'I', 'can', 'apply', 'that', 'label', 'to', 'myself', 'since', 'my', 'diabetes', 'can', 'be', 'so', 'invisible', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O']
I ' m a type 1 diabetic who may be required to eat in public transport because of a low blood sugar level .;mC;"type 1 diabetic;low blood sugar level";eat in public transport;1.0;"['I', ""'"", 'm', 'a', 'type', '1', 'diabetic', 'who', 'may', 'be', 'required', 'to', 'eat', 'in', 'public', 'transport', 'because', 'of', 'a', 'low', 'blood', 'sugar', 'level', '.']";['O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O']
#diabetes is the worst and my #2018 #resolution is to get rid of it by changing my habits completely .;;#diabetes;changing my habits;1.0;['#diabetes', 'is', 'the', 'worst', 'and', 'my', '#2018', '#resolution', 'is', 'to', 'get', 'rid', 'of', 'it', 'by', 'changing', 'my', 'habits', 'completely', '.'];['I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O']
@USER Finally got my isolation note due to my diabetes so I can stay home until all this is over now .;;diabetes;isolation;1.0;['@USER', 'Finally', 'got', 'my', 'isolation', 'note', 'due', 'to', 'my', 'diabetes', 'so', 'I', 'can', 'stay', 'home', 'until', 'all', 'this', 'is', 'over', 'now', '.'];['O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER @USER Possibly , just a bit touchy due to the other person commenting on their diabetes;;diabetes;touchy;1.0;['@USER', '@USER', 'Possibly', ',', 'just', 'a', 'bit', 'touchy', 'due', 'to', 'the', 'other', 'person', 'commenting', 'on', 'their', 'diabetes'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C']
If I have gestational diabetes ( which I ' m 99 % sure I have ) , I ' m never getting pregnant again !;;gestational diabetes;never getting pregnant;1.0;"['If', 'I', 'have', 'gestational', 'diabetes', '(', 'which', 'I', ""'"", 'm', '99', '%', 'sure', 'I', 'have', ')', ',', 'I', ""'"", 'm', 'never', 'getting', 'pregnant', 'again', '!']";['O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O']
"@USER "" He was quarantining because he was overweight and had diabetes , "" Lopez said .";;diabetes;quarantining;1.0;"['@USER', '""', 'He', 'was', 'quarantining', 'because', 'he', 'was', 'overweight', 'and', 'had', 'diabetes', ',', '""', 'Lopez', 'said', '.']";['O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O']
@USER well she does have type 1 diabetes so I am sure she suffers with bad health , as well as having a stressful job ...;mE;type 1 diabetes;"bad health;stressful";1.0;['@USER', 'well', 'she', 'does', 'have', 'type', '1', 'diabetes', 'so', 'I', 'am', 'sure', 'she', 'suffers', 'with', 'bad', 'health', ',', 'as', 'well', 'as', 'having', 'a', 'stressful', 'job', '...'];['O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O']
@USER My new health insurance would n't cover my non insulin diabetes injection med , even though I ' d been taking it for a year with great results , and I had to switch doctors .;;new health insurance;n't cover my non insulin diabetes injection med;1.0;"['@USER', 'My', 'new', 'health', 'insurance', 'would', ""n't"", 'cover', 'my', 'non', 'insulin', 'diabetes', 'injection', 'med', ',', 'even', 'though', 'I', ""'"", 'd', 'been', 'taking', 'it', 'for', 'a', 'year', 'with', 'great', 'results', ',', 'and', 'I', 'had', 'to', 'switch', 'doctors', '.']";['O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Camping or boondocking makes my life better no high blood pressure and my type two diabetes gets better .;"mC;mE";"Camping;boondocking";"no high blood pressure;type two diabetes gets better";1.0;['Camping', 'or', 'boondocking', 'makes', 'my', 'life', 'better', 'no', 'high', 'blood', 'pressure', 'and', 'my', 'type', 'two', 'diabetes', 'gets', 'better', '.'];['I-C', 'O', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'O']
@USER @USER As a diabetic I ' m acutely aware that my driving is n't a right , and should I lose hypo awareness , I could lose my licence .;;lose hypo awareness;lose my licence;1.0;"['@USER', '@USER', 'As', 'a', 'diabetic', 'I', ""'"", 'm', 'acutely', 'aware', 'that', 'my', 'driving', 'is', ""n't"", 'a', 'right', ',', 'and', 'should', 'I', 'lose', 'hypo', 'awareness', ',', 'I', 'could', 'lose', 'my', 'licence', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O']
Have to take my gestational diabetes test tomorrow so I can't eat after midnight : face_with_rolling_eyes :;;gestational diabetes test;can't eat;1.0;"['Have', 'to', 'take', 'my', 'gestational', 'diabetes', 'test', 'tomorrow', 'so', 'I', ""can't"", 'eat', 'after', 'midnight', ':', 'face_with_rolling_eyes', ':']";['O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O']
Too much fat : insulin resistance , too much carb : insulin resistance .;mC;"fat;carb";insulin resistance;1.0;['Too', 'much', 'fat', ':', 'insulin', 'resistance', ',', 'too', 'much', 'carb', ':', 'insulin', 'resistance', '.'];['O', 'O', 'I-C', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O']
@USER @USER @USER @USER Kent ' s just angry because his diabetes is flaring up again .;;diabetes;angry;1.0;"['@USER', '@USER', '@USER', '@USER', 'Kent', ""'"", 's', 'just', 'angry', 'because', 'his', 'diabetes', 'is', 'flaring', 'up', 'again', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O']
i have been a type 1 diabetic since i was 6 y / o solely relying on insulin in order to SURVIVE because my pancreas literally has no function but get this;mE;pancreas literally has no function;"type 1 diabetic;relying on insulin";1.0;['i', 'have', 'been', 'a', 'type', '1', 'diabetic', 'since', 'i', 'was', '6', 'y', '/', 'o', 'solely', 'relying', 'on', 'insulin', 'in', 'order', 'to', 'SURVIVE', 'because', 'my', 'pancreas', 'literally', 'has', 'no', 'function', 'but', 'get', 'this'];['O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O']
Possible but such dramatic weight loss especially as he is a diabetic means something life threatening .;;"dramatic weight loss;diabetic";life threatening;1.0;['Possible', 'but', 'such', 'dramatic', 'weight', 'loss', 'especially', 'as', 'he', 'is', 'a', 'diabetic', 'means', 'something', 'life', 'threatening', '.'];['O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'I-E', 'I-E', 'O']
As long as poor people smoke , have diabetes , have high blood pressure , are overweight , do n't exercise , have heart disease & ect the more money pharmaceutical companies and insurance companies make !;mC;"diabetes;high blood pressure;overweight;do n't exercise";money pharmaceutical companies and insurance companies make;1.0;"['As', 'long', 'as', 'poor', 'people', 'smoke', ',', 'have', 'diabetes', ',', 'have', 'high', 'blood', 'pressure', ',', 'are', 'overweight', ',', 'do', ""n't"", 'exercise', ',', 'have', 'heart', 'disease', '&', 'ect', 'the', 'more', 'money', 'pharmaceutical', 'companies', 'and', 'insurance', 'companies', 'make', '!']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'I-C', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'O']
Actually did become a medic and run sugar shots to a diabetic that passed out .;;diabetic;passed out;1.0;['Actually', 'did', 'become', 'a', 'medic', 'and', 'run', 'sugar', 'shots', 'to', 'a', 'diabetic', 'that', 'passed', 'out', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'I-E', 'I-E', 'O']
Imagine being a diabetic in Canada and having to pay for insulin , but then when you take out your $ 100 bill to do that , your $ 100 bill reminds you that your $ 100 bills are for buying insulin with to escape certain death .;;"diabetic;buying insulin";"pay for insulin;escape certain death";1.0;['Imagine', 'being', 'a', 'diabetic', 'in', 'Canada', 'and', 'having', 'to', 'pay', 'for', 'insulin', ',', 'but', 'then', 'when', 'you', 'take', 'out', 'your', '$', '100', 'bill', 'to', 'do', 'that', ',', 'your', '$', '100', 'bill', 'reminds', 'you', 'that', 'your', '$', '100', 'bills', 'are', 'for', 'buying', 'insulin', 'with', 'to', 'escape', 'certain', 'death', '.'];['O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O']
@USER One of the secrets for dieting of any kind , especially since I have diabetes and all , is to eat in moderation .;;diabetes;eat in moderation;1.0;['@USER', 'One', 'of', 'the', 'secrets', 'for', 'dieting', 'of', 'any', 'kind', ',', 'especially', 'since', 'I', 'have', 'diabetes', 'and', 'all', ',', 'is', 'to', 'eat', 'in', 'moderation', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O']
